Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
MBNKO,"Medallion Bank - Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share",S,N,N,100,N,N
MBOT,Microbot Medical Inc.  - Common Stock,S,N,N,100,N,N
MBRX,"Moleculin Biotech, Inc. - Common Stock",S,N,D,100,N,N
MBUU,"Malibu Boats, Inc. - Common Stock",G,N,N,100,N,N
MBWM,Mercantile Bank Corporation - Common Stock,Q,N,N,100,N,N
MBX,"MBX Biosciences, Inc. - Common Stock",Q,N,N,100,N,N
MCBS,"MetroCity Bankshares, Inc. - Common Stock",Q,N,N,100,N,N
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",G,N,N,100,N,N
MCHP,Microchip Technology Incorporated - Common Stock,Q,N,N,100,N,N
MCHPP,Microchip Technology Incorporated - Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,Q,N,N,100,N,N
MCHX,"Marchex, Inc. - Class B Common Stock",Q,N,N,100,N,N
MCRB,"Seres Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",Q,N,N,100,N,N
MCTR,CTRL Group Limited - ordinary shares,S,N,N,100,N,N
MCVT,"Mill City Ventures III, Ltd. - Common Stock",S,N,D,100,N,N
MCW,"Mister Car Wash, Inc. - Common Stock",Q,N,N,100,N,N
MDAI,"Spectral AI, Inc. - Class A Common Stock",S,N,N,100,N,N
MDAIW,"Spectral AI, Inc. - Warrants",S,N,N,100,N,N
MDB,"MongoDB, Inc. - Class A Common Stock",G,N,N,100,N,N
MDBH,"MDB Capital Holdings, LLC - Class A common ",S,N,N,100,N,N
MDCX,Medicus Pharma Ltd. - Common Stock,S,N,N,100,N,N
MDCXW,Medicus Pharma Ltd. - Warrant,S,N,N,100,N,N
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N
MDIA,Mediaco Holding Inc. - Class A Common Stock,S,N,N,100,N,N
MDLZ,"Mondelez International, Inc. - Class A Common Stock",Q,N,N,100,N,N
MDRR,"Medalist Diversified REIT, Inc. - Common Stock",S,N,N,100,N,N
MDWD,MediWound Ltd. - Ordinary Shares,G,N,N,100,N,N
MDXG,"MiMedx Group, Inc - Common Stock",S,N,N,100,N,N
MDXH,MDxHealth SA - Ordinary Shares,S,N,N,100,N,N
MEDP,"Medpace Holdings, Inc. - Common Stock",Q,N,N,100,N,N
MEGL,Magic Empire Global Limited - Class A Ordinary Shares,S,N,N,100,N,N
MEIP,"MEI Pharma, Inc. - Common Stock",S,N,N,100,N,N
MELI,"MercadoLibre, Inc. - Common Stock",Q,N,N,100,N,N
MENS,Jyong Biotech Ltd. - Ordinary shares,G,N,N,100,N,N
MEOH,Methanex Corporation - Common Stock,Q,N,N,100,N,N
MERC,Mercer International Inc. - Common Stock,Q,N,N,100,N,N
MESA,"Mesa Air Group, Inc. - Common Stock",S,N,N,100,N,N
MESO,Mesoblast Limited - American Depositary Shares,Q,N,N,100,N,N
META,"Meta Platforms, Inc. - Class A Common Stock",Q,N,N,100,N,N
METC,"Ramaco Resources, Inc. - Class A Common Stock",Q,N,N,100,N,N
METCB,"Ramaco Resources, Inc. - Class B Common Stock",Q,N,N,100,N,N
METCL,"Ramaco Resources, Inc. - 9.00% Senior Notes due 2026",Q,N,N,100,N,N
METCZ,"Ramaco Resources, Inc. - 8.375% Senior Notes due 2029",Q,N,N,100,N,N
MFH,Mercurity Fintech Holding Inc. - American Ordinary Shares,S,N,N,100,N,N
MFI,mF International Limited - Class A Ordinary Shares,S,N,N,100,N,N
MFIC,MidCap Financial Investment Corporation - Closed End Fund,Q,N,N,100,N,N
MFICL,MidCap Financial Investment Corporation - 8.00% Notes due 2028,Q,N,N,100,N,N
MFIN,Medallion Financial Corp. - Common Stock,Q,N,N,100,N,N
MGEE,MGE Energy Inc. - Common Stock,Q,N,N,100,N,N
MGIC,Magic Software Enterprises Ltd. - Ordinary Shares,Q,N,N,100,N,N
MGIH,Millennium Group International Holdings Limited - Ordinary Shares,S,N,N,100,N,N
MGNI,"Magnite, Inc. - Common Stock",Q,N,N,100,N,N
MGNX,"MacroGenics, Inc. - Common Stock",Q,N,N,100,N,N
MGPI,"MGP Ingredients, Inc. - Common Stock",Q,N,N,100,N,N
MGRC,McGrath RentCorp - Common Stock,Q,N,N,100,N,N
MGRM,Monogram Technologies Inc. - Common Stock,S,N,N,100,N,N
MGRT,Mega Fortune Company Limited - Ordinary Shares,S,N,N,100,N,N
MGRX,"Mangoceuticals, Inc. - Common Stock",S,N,N,100,N,N
MGTX,MeiraGTx Holdings plc - Ordinary Shares,Q,N,N,100,N,N
MGX,"Metagenomi, Inc. - Common Stock",Q,N,N,100,N,N
MGYR,"Magyar Bancorp, Inc. - Common Stock",G,N,N,100,N,N
MHUA,"Meihua International Medical Technologies Co., Ltd. - Ordinary Shares",S,N,D,100,N,N
MIDD,The Middleby Corporation - Common Stock,Q,N,N,100,N,N
MIGI,Mawson Infrastructure Group Inc. - Common Stock,S,N,D,100,N,N
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,S,N,N,100,N,N
MIND,"MIND Technology, Inc. - Common Stock",S,N,N,100,N,N
MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",S,N,D,100,N,N
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",G,N,N,100,N,N
MIST,Milestone Pharmaceuticals Inc. - Common Shares,Q,N,N,100,N,N
MITK,"Mitek Systems, Inc. - Common Stock",S,N,N,100,N,N
MJID,Majestic Ideal Holdings Ltd - Ordinary Shares,S,N,N,100,N,N
MKDW,MKDWELL Tech Inc. - Ordinary Shares,S,N,D,100,N,N
MKDWW,MKDWELL Tech Inc. - Warrants,S,N,N,100,N,N
MKSI,MKS Inc. - Common Stock,Q,N,N,100,N,N
MKTW,"MarketWise, Inc. - Class A Common Stock",G,N,N,100,N,N
MKTX,"MarketAxess Holdings, Inc. - Common Stock",Q,N,N,100,N,N
MKZR,"MacKenzie Realty Capital, Inc. - Common Stock",S,N,D,100,N,N
MLAB,"Mesa Laboratories, Inc. - Common Stock",Q,N,N,100,N,N
MLAC,Mountain Lake Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
MLACR,Mountain Lake Acquisition Corp. - Right,G,N,N,100,N,N
MLACU,Mountain Lake Acquisition Corp. - Units,G,N,N,100,N,N
MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,Q,N,N,100,N,N
MLEC,Moolec Science SA - Ordinary shares,S,N,N,100,N,N
MLECW,Moolec Science SA - Warrant,S,N,N,100,N,N
MLGO,"MicroAlgo, Inc. - Ordinary Shares",S,N,N,100,N,N
MLKN,"MillerKnoll, Inc. - Common Stock",Q,N,N,100,N,N
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,S,N,N,100,N,N
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,N,N,100,N,N
MMSI,"Merit Medical Systems, Inc. - Common Stock",Q,N,N,100,N,N
MMYT,MakeMyTrip Limited - Ordinary Shares,Q,N,N,100,N,N
MNDO,MIND C.T.I. Ltd. - Ordinary Shares,G,N,N,100,N,N
MNDR,Mobile-health Network Solutions - Class A Ordinary Shares,S,N,N,100,N,N
MNDY,monday.com Ltd. - Ordinary Shares,Q,N,N,100,N,N
MNKD,MannKind Corporation - Common Stock,G,N,N,100,N,N
MNMD,Mind Medicine (MindMed) Inc. - Common Shares,Q,N,N,100,N,N
MNOV,"MediciNova, Inc. - Common Stock",G,N,N,100,N,N
MNPR,Monopar Therapeutics Inc. - Common Stock,S,N,N,100,N,N
MNRO,"Monro, Inc.  - Common Stock",Q,N,N,100,N,N
MNSB,"MainStreet Bancshares, Inc. - Common Stock",S,N,N,100,N,N
MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",S,N,N,100,N,N
MNST,Monster Beverage Corporation - Common Stock,Q,N,N,100,N,N
MNTK,"Montauk Renewables, Inc. - Common Stock",S,N,N,100,N,N
MNTS,Momentus Inc. - Class A Common Stock,S,N,N,100,N,N
MNTSW,Momentus Inc. - Warrant,S,N,N,100,N,N
MNY,MoneyHero Limited - Class A Ordinary Shares,G,N,N,100,N,N
MNYWW,MoneyHero Limited - Warrants,G,N,N,100,N,N
MOB,Mobilicom Limited - American Depositary Shares,S,N,N,100,N,N
MOBBW,Mobilicom Limited - Warrants,S,N,N,100,N,N
MOBX,"Mobix Labs, Inc. - Class A Common Stock",S,N,D,100,N,N
MOBXW,"Mobix Labs, Inc. - Warrants",S,N,N,100,N,N
MODD,"Modular Medical, Inc. - common stock",S,N,D,100,N,N
MODV,ModivCare Inc. - Common Stock,Q,N,N,100,N,N
MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Q,N,N,100,N,N
MOGO,Mogo Inc. - Common Shares,S,N,N,100,N,N
MOLN,Molecular Partners AG - American Depositary Shares,Q,N,N,100,N,N
MOMO,Hello Group Inc.  - American Depositary Shares,Q,N,N,100,N,N
MORN,"Morningstar, Inc. - Common Stock",Q,N,N,100,N,N
MOVE,Movano Inc. - Common Stock,S,N,H,100,N,N
MPAA,"Motorcar Parts of America, Inc. - Common Stock",Q,N,N,100,N,N
MPB,Mid Penn Bancorp - Common Stock,G,N,N,100,N,N
MPWR,"Monolithic Power Systems, Inc. - Common Stock",Q,N,N,100,N,N
MQ,"Marqeta, Inc. - Class A Common Stock",Q,N,N,100,N,N
MRAM,"Everspin Technologies, Inc. - Common Stock",G,N,N,100,N,N
MRBK,Meridian Corporation - Common Stock,Q,N,N,100,N,N
MRCC,Monroe Capital Corporation - Closed End Fund,Q,N,N,100,N,N
MRCY,Mercury Systems Inc - Common Stock,Q,N,N,100,N,N
MREO,Mereo BioPharma Group plc - American Depositary Shares,S,N,N,100,N,N
MRKR,"Marker Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,S,N,N,100,N,N
MRNA,"Moderna, Inc. - Common Stock",Q,N,N,100,N,N
MRNO,Murano Global Investments PLC - Ordinary Shares,S,N,N,100,N,N
MRNOW,Murano Global Investments PLC - Warrants,S,N,N,100,N,N
MRSN,"Mersana Therapeutics, Inc. - Common Stock",Q,N,D,100,N,N
MRTN,"Marten Transport, Ltd. - Common Stock",Q,N,N,100,N,N
MRUS,Merus N.V. - Common Shares,G,N,N,100,N,N
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Q,N,N,100,N,N
MRVL,"Marvell Technology, Inc. - Common Stock",Q,N,N,100,N,N
MRX,Marex Group plc - Ordinary Shares,Q,N,N,100,N,N
MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",S,N,D,100,N,N
MSAIW,"MultiSensor AI Holdings, Inc. - Warrants",S,N,N,100,N,N
MSBI,"Midland States Bancorp, Inc. - Common Stock",Q,N,E,100,N,N
MSBIP,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,E,100,N,N
MSEX,Middlesex Water Company - Common Stock,Q,N,N,100,N,N
MSFT,Microsoft Corporation - Common Stock,Q,N,N,100,N,N
MSGM,Motorsport Games Inc. - Class A Common Stock,S,N,N,100,N,N
MSGY,Masonglory Limited - Ordinary Shares,S,N,N,100,N,N
MSPR,"MSP Recovery, Inc. - Class A Common Stock",S,N,D,100,N,N
MSPRW,"MSP Recovery, Inc. - Warrant",S,N,D,100,N,N
MSPRZ,"MSP Recovery, Inc. - Warrant",S,N,D,100,N,N
MSS,Maison Solutions Inc. - Class A Common Stock,S,N,D,100,N,N
MSTR,MicroStrategy Incorporated - Class A Common Stock,Q,N,N,100,N,N
MSW,Ming Shing Group Holdings Limited - Ordinary Shares,S,N,N,100,N,N
MTC,"MMTec, Inc. - Common Shares",S,N,N,100,N,N
MTCH,"Match Group, Inc. - Common Stock",Q,N,N,100,N,N
MTEK,Maris-Tech Ltd. - ordinary shares,S,N,N,100,N,N
MTEKW,Maris-Tech Ltd. - Warrants,S,N,N,100,N,N
MTEN,Mingteng International Corporation Inc. - Ordinary Shares,S,N,N,100,N,N
MTEX,"Mannatech, Incorporated - Common Stock",S,N,N,100,N,N
MTLS,Materialise NV - American Depositary Shares,Q,N,N,100,N,N
MTRX,Matrix Service Company - Common Stock,Q,N,N,100,N,N
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Q,N,N,100,N,N
MTSR,"Metsera, Inc. - Common Stock",Q,N,N,100,N,N
MTVA,MetaVia Inc.  - Common Stock,S,N,D,100,N,N
MU,"Micron Technology, Inc. - Common Stock",Q,N,N,100,N,N
MULN,"Mullen Automotive, Inc. - Common Stock",S,N,D,100,N,N
MURA,Mural Oncology plc - Ordinary Shares,G,N,N,100,N,N
MVBF,MVB Financial Corp. - Common Stock,S,N,N,100,N,N
MVIS,"MicroVision, Inc. - Common Stock",G,N,N,100,N,N
MVST,"Microvast Holdings, Inc. - Common Stock",S,N,N,100,N,N
MVSTW,"Microvast Holdings, Inc. - Warrant",S,N,N,100,N,N
MWYN,"Marwynn Holdings, Inc. - Common stock",S,N,N,100,N,N
MXCT,"MaxCyte, Inc. - Common Stock",Q,N,N,100,N,N
MXL,"MaxLinear, Inc - Common Stock",Q,N,N,100,N,N
MYFW,"First Western Financial, Inc. - Common Stock",Q,N,N,100,N,N
MYGN,"Myriad Genetics, Inc. - Common Stock",Q,N,N,100,N,N
MYNZ,Mainz Biomed N.V. - Ordinary Shares,S,N,N,100,N,N
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",G,N,N,100,N,N
MYPSW,"PLAYSTUDIOS, Inc.  - Warrant",G,N,N,100,N,N
MYRG,"MYR Group, Inc. - Common Stock",Q,N,N,100,N,N
MYSZ,"My Size, Inc. - Common Stock",S,N,N,100,N,N
MZTI,The Marzetti Company - Common Stock,Q,N,N,100,N,N
NAAS,NaaS Technology Inc. - American Depositary Shares,S,N,D,100,N,N
NAGE,"Niagen Bioscience, Inc. - Common Stock",S,N,N,100,N,N
NAII,"Natural Alternatives International, Inc. - Common Stock",G,N,N,100,N,N
NAKA,"Kindly MD, Inc. - Common Stock",S,N,N,100,N,N
NAKAW,"Kindly MD, Inc. - Warrants",S,N,N,100,N,N
NAMI,Jinxin Technology Holding Company - American Depositary Shares,S,N,N,100,N,N
NAMM,Namib Minerals - Ordinary Shares,G,N,N,100,N,N
NAMMW,Namib Minerals - Warrants,S,N,N,100,N,N
NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,G,N,N,100,N,N
NAMSW,NewAmsterdam Pharma Company N.V. - Warrant,G,N,N,100,N,N
NAOV,"NanoVibronix, Inc. - Common Stock",S,N,N,100,N,N
NATH,"Nathan's Famous, Inc. - Common Stock",Q,N,N,100,N,N
NATR,"Nature's Sunshine Products, Inc. - Common Stock",S,N,N,100,N,N
NAUT,"Nautilus Biotechnology, Inc. - Common Stock",Q,N,D,100,N,N
NAVI,Navient Corporation - Common Stock,Q,N,N,100,N,N
NB,NioCorp Developments Ltd. - Common Stock,G,N,N,100,N,N
NBBK,"NB Bancorp, Inc. - Common Stock",S,N,N,100,N,N
NBIS,Nebius Group N.V. - Class A Ordinary Shares,Q,N,N,100,N,N
NBIX,"Neurocrine Biosciences, Inc. - Common Stock",Q,N,N,100,N,N
NBN,Northeast Bank - Common Stock,G,N,N,100,N,N
NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,100,N,N
NBTX,Nanobiotix S.A. - ADSs,Q,N,N,100,N,N
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,S,N,N,100,N,N
NCI,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,S,N,N,100,N,N
NCIQ,Hashdex Nasdaq Crypto Index US ETF - Hashdex Nasdaq Crypto Index US ETF,G,N,N,100,N,N
NCMI,"National CineMedia, Inc. - Common Stock",Q,N,N,100,N,N
NCNA,NuCana plc - American Depositary Shares,S,N,D,100,N,N
NCNO,"nCino, Inc. - Common Stock",Q,N,N,100,N,N
NCPL,Netcapital Inc. - Common Stock,S,N,N,100,N,N
NCPLW,Netcapital Inc. - warrants,S,N,N,100,N,N
NCRA,"Nocera, Inc. - common stock",S,N,N,100,N,N
NCSM,"NCS Multistage Holdings, Inc. - Common Stock",S,N,N,100,N,N
NCT,Intercont (Cayman) Limited - Ordinary shares,S,N,N,100,N,N
NCTY,The9 Limited - American Depository Shares,S,N,N,100,N,N
NDAQ,"Nasdaq, Inc. - Common Stock",Q,N,N,100,N,N
NDLS,Noodles & Company - Common Stock,Q,N,D,100,N,N
NDRA,ENDRA Life Sciences Inc. - Common Stock,S,N,D,100,N,N
NDSN,Nordson Corporation - Common Stock,Q,N,N,100,N,N
NECB,"NorthEast Community Bancorp, Inc. - Common Stock",S,N,N,100,N,N
NEGG,"Newegg Commerce, Inc. - Common Shares",S,N,N,100,N,N
NEHC,New Era Helium Inc - Common Stock,G,N,D,100,N,N
NEHCW,New Era Helium Inc - Warrants,S,N,N,100,N,N
NEO,"NeoGenomics, Inc. - Common Stock",S,N,N,100,N,N
NEOG,Neogen Corporation - Common Stock,Q,N,N,100,N,N
NEON,Neonode Inc. - Common Stock,S,N,N,100,N,N
NEOV,NeoVolta Inc. - Common Stock,S,N,N,100,N,N
NEOVW,NeoVolta Inc. - Warrant,S,N,N,100,N,N
NEPH,"Nephros, Inc. - Common Stock",S,N,N,100,N,N
NERV,"Minerva Neurosciences, Inc - Common Stock",S,N,N,100,N,N
NESR,National Energy Services Reunited Corp - Ordinary Shares,S,N,N,100,N,N
NETD,Nabors Energy Transition Corp. II - Class A Ordinary Shares,G,N,N,100,N,N
NETDU,Nabors Energy Transition Corp. II - Unit,G,N,N,100,N,N
NETDW,Nabors Energy Transition Corp. II - Warrant,G,N,N,100,N,N
NEUP,Neuphoria Therapeutics Inc. - Common Stock,G,N,D,100,N,N
NEWT,"NewtekOne, Inc. - Common Stock",G,N,N,100,N,N
NEWTG,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2029",G,N,N,100,N,N
NEWTH,"NewtekOne, Inc. - 8.625% Fixed Rate Senior Notes due 2029",G,N,N,100,N,N
NEWTI,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",G,N,N,100,N,N
NEWTZ,"NewtekOne, Inc. - 5.50% Notes Due 2026",G,N,N,100,N,N
NEXM,NexMetals Mining Corp. - Common Stock,S,N,N,100,N,N
NEXN,Nexxen International Ltd. - Ordinary Shares,G,N,N,100,N,N
NEXT,NextDecade Corporation - Common Stock,S,N,N,100,N,N
NFBK,"Northfield Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
NFE,New Fortress Energy Inc. - Class A Common Stock,Q,N,N,100,N,N
NFLX,"Netflix, Inc. - Common Stock",Q,N,N,100,N,N
NGNE,Neurogene Inc. - Common Stock,G,N,N,100,N,N
NHIC,NewHold Investment Corp III - Class A Ordinary shares,G,N,N,100,N,N
NHICU,NewHold Investment Corp III - Units,G,N,N,100,N,N
NHICW,NewHold Investment Corp III - Warrants,G,N,N,100,N,N
NHPAP,"National Healthcare Properties, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100,N,N
NHPBP,"National Healthcare Properties, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100,N,N
NHTC,Natural Health Trends Corp. - Commn Stock,S,N,N,100,N,N
NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,Q,N,N,100,N,N
NIOBW,NioCorp Developments Ltd. - Warrant,S,N,N,100,N,N
NIPG,NIP Group Inc. - American Depositary Shares,G,N,N,100,N,N
NISN,"NiSun Intl Enterprise Development Group Co, Ltd - Class A Common Shares",S,N,N,100,N,N
NITO,"N2OFF, Inc. - Common Stock",S,N,D,100,N,N
NIU,Niu Technologies - American Depositary Shares,G,N,N,100,N,N
NIVF,NewGenIvf Group Limited - Class A Ordinary Shares,S,N,N,100,N,N
NIVFW,NewGenIvf Group Limited - Warrants,S,N,N,100,N,N
NIXX,"Nixxy, Inc. - Common Stock",S,N,N,100,N,N
NIXXW,"Nixxy, Inc. - Warrant",S,N,N,100,N,N
NKSH,"National Bankshares, Inc. - Common Stock",S,N,N,100,N,N
NKTR,Nektar Therapeutics - Common Stock,S,N,N,100,N,N
NKTX,"Nkarta, Inc. - Common Stock",Q,N,N,100,N,N
NLSP,NLS Pharmaceutics Ltd. - Common Shares,S,N,N,100,N,N
NLSPW,NLS Pharmaceutics Ltd. - Warrant,S,N,N,100,N,N
NMFC,New Mountain Finance Corporation - Common Stock,Q,N,N,100,N,N
NMFCZ,New Mountain Finance Corporation - 8.250% Notes due 2028,G,N,N,100,N,N
NMIH,NMI Holdings Inc - Common Stock,G,N,N,100,N,N
NMPAU,NMP Acquisition Corp. - Units,G,N,N,100,N,N
NMRA,"Neumora Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
NMRK,"Newmark Group, Inc. - Class A Common Stock",Q,N,N,100,N,N
NMTC,NeuroOne Medical Technologies Corporation - Common Stock,S,N,D,100,N,N
NN,NextNav Inc. - Common stock,S,N,N,100,N,N
NNAVW,NextNav Inc. - Warrant,S,N,N,100,N,N
NNBR,"NN, Inc. - Common Stock",Q,N,N,100,N,N
NNDM,Nano Dimension Ltd. - American Depositary Shares,S,N,N,100,N,N
NNE,Nano Nuclear Energy Inc. - common stock,S,N,N,100,N,N
NNNN,Anbio Biotechnology - Class A Ordinary Shares,G,N,N,100,N,N
NNOX,NANO-X IMAGING LTD - Ordinary Shares,G,N,N,100,N,N
NODK,"NI Holdings, Inc. - Common Stock",S,N,N,100,N,N
NOEM,CO2 Energy Transition Corp. - Common Stock,G,N,N,100,N,N
NOEMR,CO2 Energy Transition Corp. - Right,G,N,N,100,N,N
NOEMU,CO2 Energy Transition Corp. - Unit,G,N,N,100,N,N
NOEMW,CO2 Energy Transition Corp. - Warrant,G,N,N,100,N,N
NOTV,"Inotiv, Inc. - Common Stock",S,N,N,100,N,N
NOVT,Novanta Inc. - Common Shares,Q,N,N,100,N,N
NPAC,New Providence Acquisition Corp. III - Ordinary Shares,G,N,N,100,N,N
NPACU,New Providence Acquisition Corp. III - Units,G,N,N,100,N,N
NPACW,New Providence Acquisition Corp. III - Warrants,G,N,N,100,N,N
NPCE,"Neuropace, Inc. - Common Stock",G,N,N,100,N,N
NRC,National Research Corporation - Common Stock,Q,N,N,100,N,N
NRDS,"NerdWallet, Inc. - Class A Common Stock",G,N,N,100,N,N
NRIM,Northrim BanCorp Inc - Common Stock,Q,N,N,100,N,N
NRIX,"Nurix Therapeutics, Inc. - Common stock",G,N,N,100,N,N
NRSN,NeuroSense Therapeutics Ltd. - Ordinary Shares,S,N,N,100,N,N
NRSNW,NeuroSense Therapeutics Ltd. - Warrant,S,N,N,100,N,N
NRXP,"NRX Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N
NRXPW,"NRX Pharmaceuticals, Inc. - Warrant",S,N,N,100,N,N
NSIT,"Insight Enterprises, Inc. - Common Stock",Q,N,N,100,N,N
NSPR,InspireMD Inc. - Common Stock,S,N,N,100,N,N
NSSC,"NAPCO Security Technologies, Inc. - Common Stock",Q,N,N,100,N,N
NSTS,"NSTS Bancorp, Inc. - Common Stock",S,N,N,100,N,N
NSYS,Nortech Systems Incorporated - Common Stock,S,N,N,100,N,N
NTAP,"NetApp, Inc. - Common Stock",Q,N,N,100,N,N
NTCL,NETCLASS TECHNOLOGY INC - Class A Ordinary Shares,S,N,N,100,N,N
NTCT,"NetScout Systems, Inc. - Common Stock",Q,N,N,100,N,N
NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",Q,N,N,100,N,N
NTGR,"NETGEAR, Inc. - Common Stock",Q,N,N,100,N,N
NTHI,"NeOnc Technologies Holdings, Inc. - Common Stock",G,N,N,100,N,N
NTIC,Northern Technologies International Corporation - Common Stock,G,N,N,100,N,N
NTLA,"Intellia Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
NTNX,"Nutanix, Inc. - Class A Common Stock",Q,N,N,100,N,N
NTRA,"Natera, Inc. - Common Stock",Q,N,N,100,N,N
NTRB,Nutriband Inc. - Common Stock,S,N,N,100,N,N
NTRBW,Nutriband Inc. - Warrant,S,N,N,100,N,N
NTRP,"NextTrip, Inc. - Common Stock",S,N,N,100,N,N
NTRS,Northern Trust Corporation - Common Stock,Q,N,N,100,N,N
NTRSO,"Northern Trust Corporation - Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",Q,N,N,100,N,N
NTWK,NETSOL Technologies Inc. - Common Stock,S,N,N,100,N,N
NTWO,Newbury Street II Acquisition Corp - Class A Ordinary Shares,G,N,N,100,N,N
NTWOU,Newbury Street II Acquisition Corp - Unit,G,N,N,100,N,N
NTWOW,Newbury Street II Acquisition Corp - Warrant,G,N,N,100,N,N
NUKK,Nukkleus Inc. - Ordinary Shares,G,N,N,100,N,N
NUKKW,Nukkleus Inc. - Warrants,S,N,N,100,N,N
NUTX,Nutex Health Inc. - Common Stock,S,N,N,100,N,N
NUVL,"Nuvalent, Inc. - Class A Common Stock",Q,N,N,100,N,N
NUWE,"Nuwellis, Inc. - Common Stock",S,N,N,100,N,N
NVA,Nova Minerals Limited - American Depositary Shares,S,N,N,100,N,N
NVAWW,Nova Minerals Limited - Warrant,S,N,N,100,N,N
NVAX,"Novavax, Inc. - Common Stock",Q,N,N,100,N,N
NVCR,NovoCure Limited - Ordinary Shares,Q,N,N,100,N,N
NVCT,"Nuvectis Pharma, Inc. - Common Stock",S,N,N,100,N,N
NVDA,NVIDIA Corporation - Common Stock,Q,N,N,100,N,N
NVEC,NVE Corporation - Common Stock,S,N,N,100,N,N
NVEE,"NV5 Global, Inc. - Common Stock",Q,N,N,100,N,N
NVFY,"Nova Lifestyle, Inc - Common Stock",S,N,N,100,N,N
NVMI,Nova Ltd. - Ordinary Shares,Q,N,N,100,N,N
NVNI,Nvni Group Limited - Ordinary Shares,S,N,D,100,N,N
NVNIW,Nvni Group Limited - Warrants,S,N,D,100,N,N
NVNO,enVVeno Medical Corporation - Common Stock,S,N,N,100,N,N
NVTS,Navitas Semiconductor Corporation - Common Stock,G,N,N,100,N,N
NVVE,Nuvve Holding Corp. - Common Stock,S,N,D,100,N,N
NVVEW,Nuvve Holding Corp. - Warrant,S,N,D,100,N,N
NVX,NOVONIX Limited - American Depository Shares,G,N,N,100,N,N
NWBI,"Northwest Bancshares, Inc. - Common Stock",Q,N,N,100,N,N
NWE,"NorthWestern Energy Group, Inc.  - Common Stock",Q,N,N,100,N,N
NWFL,Norwood Financial Corp. - Common Stock,G,N,N,100,N,N
NWGL,Nature Wood Group Limited - American Depositary Shares,S,N,N,100,N,N
NWL,Newell Brands Inc. - Common Stock,Q,N,N,100,N,N
NWPX,"NWPX Infrastructure, Inc. - Common Stock",Q,N,N,100,N,N
NWS,News Corporation - Class B Common Stock,Q,N,N,100,N,N
NWSA,News Corporation - Class A Common Stock,Q,N,N,100,N,N
NWTG,"Newton Golf Company, Inc. - Common Stock",S,N,N,100,N,N
NWTN,NWTN Inc. - Class B Ordinary Shares,S,N,N,100,N,N
NWTNW,NWTN Inc. - Warrant,S,N,N,100,N,N
NXGL,"NexGel, Inc - Common Stock",S,N,N,100,N,N
NXGLW,"NexGel, Inc - Warrant",S,N,N,100,N,N
NXL,"Nexalin Technology, Inc. - Common Stock",S,N,N,100,N,N
